"","applicantAge","householdComposition","grossIncome","primaryResidence","homeOwnersInsurance","floodInsurance","ihpEligible","sbaApproved","registrationMethod","homeDamage","destroyed","residenceType"
"1221","65+","2","<$15,000","1","0","0","1","0","Internet","1","0","Mobile Home"
"1222","<19","5","$30,001-$60,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"1223","65+","3","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1224","50-64","4","$60,001-$120,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"1225","50-64",">5","$30,001-$60,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1226","35-49","3","$60,001-$120,000","1","1","0","1","1","Internet","1","0","House/Duplex"
"1227","35-49","2","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1228","50-64","5","$15,000-$30,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"1229","35-49","4","$30,001-$60,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1230","50-64","3","$30,001-$60,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"1231","50-64","2","$120,001-$175,000","1","1","0","1","1","Internet","1","0","House/Duplex"
"1232","50-64","2",">$175,000","1","1","0","1","1","Internet","1","0","House/Duplex"
"1233","50-64","2","$30,001-$60,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1234","50-64","1","<$15,000","1","0","1","1","0","Call Center","1","0","House/Duplex"
"1235","65+","2","$30,001-$60,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1236","65+","2",">$175,000","1","1","0","1","0","Internet","1","0","Townhouse"
"1237","50-64","3","<$15,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1238","50-64","1","$60,001-$120,000","1","1","0","1","1","Internet","1","0","Townhouse"
"1239","35-49",">5","$30,001-$60,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1240","65+","2","$60,001-$120,000","1","1","0","1","1","Mobile","1","0","House/Duplex"
"1241","19-34","2","$60,001-$120,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1242","19-34","2","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1243","50-64","2","<$15,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"1244","35-49",">5","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1245","35-49",">5","<$15,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"1246","35-49","2","<$15,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1247","65+","2","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"1248","35-49","5","$30,001-$60,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"1249","50-64","5","$60,001-$120,000","1","1","0","1","1","Internet","1","0","House/Duplex"
"1250","65+","2","$60,001-$120,000","1","1","0","1","1","Internet","1","0","House/Duplex"
"1251","35-49","4","$15,000-$30,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1252","35-49","3","$30,001-$60,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1253","35-49","3","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1254","50-64","3","$15,000-$30,000","1","0","0","1","1","Mobile","1","0","House/Duplex"
"1255","50-64",">5","$60,001-$120,000","1","0","1","1","1","Internet","1","0","House/Duplex"
"1256","50-64","3","<$15,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"1257","50-64","3","<$15,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1258","35-49","4","<$15,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1259","50-64","4","$30,001-$60,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1260","50-64",">5","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"1261","35-49","5","$15,000-$30,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1262","50-64","3","$30,001-$60,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1263","50-64","4","$120,001-$175,000","1","1","0","1","1","Internet","1","0","House/Duplex"
"1264","50-64","3",">$175,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1265","50-64","1","<$15,000","1","0","0","1","0","Mobile","1","0","Mobile Home"
"1266","35-49","3","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1267","19-34",">5","$30,001-$60,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1268","50-64","2","$15,000-$30,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1269","65+","5","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"1270","65+","2","<$15,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1271","65+","5","$30,001-$60,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1272","19-34","2","$60,001-$120,000","1","0","0","1","1","Mobile","1","0","House/Duplex"
"1273","19-34","1","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1274","50-64","2","$30,001-$60,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1275","35-49","5","$15,000-$30,000","1","0","1","1","0","Internet","1","0","House/Duplex"
"1276","50-64",">5","$120,001-$175,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1277","50-64","2","$30,001-$60,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1278","65+","2",">$175,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1279","50-64","3","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1280","65+","2","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1281","19-34","3","$60,001-$120,000","1","1","0","1","1","Internet","1","0","House/Duplex"
"1282","35-49","4","$30,001-$60,000","1","1","0","1","1","Call Center","1","0","House/Duplex"
"1283","50-64","3","$30,001-$60,000","1","1","1","1","1","Call Center","1","0","Townhouse"
"1284","35-49","1","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","Travel Trailer"
"1285","35-49","5","$30,001-$60,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1286","50-64","2","$60,001-$120,000","1","1","0","1","0","DSAT","1","0","House/Duplex"
"1287","19-34","3","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"1288","50-64","2","$120,001-$175,000","1","1","0","1","1","Internet","1","0","House/Duplex"
"1289","50-64","3","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1290","35-49","5","$60,001-$120,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"1291","<19","5","$30,001-$60,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"1292","35-49","4","$30,001-$60,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1293","35-49","3","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"1294","35-49",">5","$30,001-$60,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"1295","19-34","1","$30,001-$60,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1296","65+","3","$60,001-$120,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"1297","35-49","1","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1298","50-64","4",">$175,000","1","0","0","1","0","Mobile","1","0","Mobile Home"
"1299","50-64","3","$60,001-$120,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"1300","35-49","1","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1301","50-64","4","$60,001-$120,000","1","1","0","1","1","Internet","1","0","House/Duplex"
"1302","50-64","3",">$175,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1303","50-64","2","$15,000-$30,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"1304","19-34","5","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1305","65+","5","<$15,000","1","0","0","1","0","Internet","1","0","Mobile Home"
"1306","65+","1","$15,000-$30,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1307","50-64","3","<$15,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"1308","35-49","5","$60,001-$120,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"1309","50-64","4","$15,000-$30,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1310","35-49","5","$60,001-$120,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"1311","65+","1","$30,001-$60,000","1","0","0","1","1","Internet","1","0","House/Duplex"
"1312","50-64","5","<$15,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1313","19-34",">5","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1314","35-49","2","$60,001-$120,000","1","1","0","1","0","Internet","1","0","Condo"
"1315","35-49","5","$30,001-$60,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1316","50-64","1","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1317","19-34","4","$30,001-$60,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1318","<19","5","$30,001-$60,000","1","0","0","1","0","Call Center","1","0","Mobile Home"
"1319","50-64","2","$30,001-$60,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"1320","35-49","4","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"1321","65+","1","$30,001-$60,000","1","1","0","1","0","Internet","1","0","Condo"
"1322","<19","4","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","Mobile Home"
"1323","19-34","2","$30,001-$60,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1324","35-49",">5","$15,000-$30,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1325","35-49","4","$30,001-$60,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"1326","50-64","3","$15,000-$30,000","1","0","0","1","1","Call Center","1","0","House/Duplex"
"1327","50-64","5","$30,001-$60,000","1","0","0","1","1","Internet","1","0","House/Duplex"
"1328","50-64","3","$30,001-$60,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1329","65+","1","<$15,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1330","35-49","3","$30,001-$60,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1331","50-64","2",">$175,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"1332","65+","2","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"1333","50-64","5","$60,001-$120,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1334","50-64","3","$15,000-$30,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1335","50-64","2","<$15,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1336","50-64","1","<$15,000","1","0","0","1","0","Call Center","1","0","Apartment"
"1337","35-49",">5","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"1338","65+","2","$30,001-$60,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"1339","65+","2",">$175,000","1","1","1","0","0","Internet","1","0","Townhouse"
"1340","35-49","5","$120,001-$175,000","1","0","0","0","0","Mobile","1","0","Apartment"
"1341","35-49","5","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","Apartment"
"1342","35-49","1","<$15,000","1","1","0","0","0","Call Center","1","0","Travel Trailer"
"1343","35-49","4","$60,001-$120,000","1","1","0","0","0","Internet","1","0","House/Duplex"
"1344","65+","2","$15,000-$30,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1345","35-49",">5","$60,001-$120,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1346","50-64","2","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1347","35-49",">5","$120,001-$175,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1348","50-64","3","$30,001-$60,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1349","65+","1","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1350","35-49","4","$120,001-$175,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1351","19-34","2","$15,000-$30,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1352","50-64","2","$15,000-$30,000","1","1","1","1","0","Mobile","1","0","House/Duplex"
"1353","65+","3","$15,000-$30,000","1","1","0","0","0","Call Center","1","0","House/Duplex"
"1354","19-34","2","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Apartment"
"1355","35-49",">5","$30,001-$60,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1356","65+","2","$30,001-$60,000","1","1","1","1","0","Call Center","1","0","House/Duplex"
"1357","50-64","5","$60,001-$120,000","1","1","1","1","0","Call Center","1","0","House/Duplex"
"1358","50-64","2","$60,001-$120,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"1359","35-49",">5","$60,001-$120,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"1360","65+","1","$15,000-$30,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"1361","50-64","1","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"1362","50-64","3","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"1363","50-64","2","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1364","65+","1","$15,000-$30,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1365","50-64",">5","<$15,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1366","19-34","4","$120,001-$175,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1367","35-49","3","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1368","35-49","2","$30,001-$60,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1369","50-64",">5","$30,001-$60,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1370","35-49","1","$60,001-$120,000","1","1","0","1","1","Internet","0","0","House/Duplex"
"1371","50-64","5","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"1372","19-34","4","$30,001-$60,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1373","50-64","1","$30,001-$60,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"1374","50-64","4","$120,001-$175,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"1375","65+","4","<$15,000","1","1","1","0","0","Internet","1","0","House/Duplex"
"1376","19-34","2","<$15,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1377","50-64","3","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1378","35-49","2","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Apartment"
"1379","50-64","2","<$15,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1380","35-49","4","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"1381","19-34","3","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1382","50-64","1","<$15,000","1","0","0","1","0","Mobile","1","0","Apartment"
"1383","50-64","2","<$15,000","1","0","0","1","0","Call Center","1","0","Apartment"
"1384","50-64","2","$60,001-$120,000","1","1","0","1","1","Internet","1","0","House/Duplex"
"1385","50-64","1","$15,000-$30,000","1","1","0","1","0","Internet","1","0","Townhouse"
"1386","35-49","5",">$175,000","1","1","0","1","0","Internet","1","0","Condo"
"1387","50-64","5","$30,001-$60,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1388","35-49","5","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"1389","50-64","2","$15,000-$30,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1390","35-49","5","<$15,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1391","50-64","3","<$15,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"1392","35-49","4","$60,001-$120,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1393","35-49","4","$120,001-$175,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1394","65+","2","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"1395","35-49","4","$120,001-$175,000","1","1","0","1","1","Internet","1","0","House/Duplex"
"1396","19-34",">5","$30,001-$60,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1397","50-64","2","<$15,000","1","0","0","1","0","DSAT","1","0","Apartment"
"1398","19-34",">5","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"1399","<19","5","$15,000-$30,000","1","0","1","0","0","Call Center","1","0","House/Duplex"
"1400","19-34","2","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Apartment"
"1401","50-64","2","<$15,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1402","50-64","3","<$15,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"1403","65+","1","<$15,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"1404","19-34","5","<$15,000","1","0","0","1","0","Mobile","0","0","Apartment"
"1405","65+","3","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"1406","35-49","3","$30,001-$60,000","1","0","0","1","0","Internet","1","0","Apartment"
"1407","65+","3","$60,001-$120,000","1","1","0","1","1","Internet","1","0","Townhouse"
"1408","65+","2","$15,000-$30,000","1","1","1","1","0","Call Center","1","0","House/Duplex"
"1409","65+","2","<$15,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"1410","35-49","4","$30,001-$60,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"1411","50-64","4","$15,000-$30,000","1","1","0","1","0","Internet","1","0","House/Duplex"
"1412","50-64","1","<$15,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"1413","50-64","2","$120,001-$175,000","1","1","1","0","0","Internet","1","0","House/Duplex"
